"","link","page","ad_url","ad_number","text","title","price","n_photos","n_views","ad_date","seller_name","location","seller_age","n_all_time_ads","n_active_ads","scrape_time","province","type"
"11","https://bikehub.co.za/classifieds/g/bikes?page=1",1,"https://bikehub.co.za/classifieds/item/dual-suspension-bikes/478627/black-spade-carbon-full-sus-small-price-neg",12,"Your payment is held securely until you receive the goods.Info box: Frame Black Spade Full carbon Fork Rockshox SID Worldcup 100mm Rear Shock Rockshox Monarch Front Derailleur - Rear Derailleur SRAM X01 Shifters SRAM GX Crankset SRAM XX1 Cassette SRAM GX 11 Speed Chain SRAM PC11 Brakes SRAM Avid XO Wheels SRAM Roam 60 Carbon wheelset Tyres ONZA Canis and ONZA Ibex Stem KCNC Flyride Handlebar Cannondale riser (Carbon) Seatpost Lynne Dropper post (Externally routed) Saddle Bontrager Ajna Pedals Shimano","Black Spade Carbon Full sus -  Small - Price neg.",22000,7,"NA for bikehub",NA,"Black Spade Carbon Full sus - Small - Price neg. Western Cape, Cape Town, Tokai used R 22,000 Insure from R 36.94 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: Amy Burton (1 Review) ","Black Spade Carbon Full sus - Small - Price neg. Western Cape, Cape Town, Tokai used R 22,000 Insure from R 36.94 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: Amy Burton (1 Review) ",NA,5,1,"2021-07-07 12:22:05","Western Cape","dual suspension bikes"
"12","https://bikehub.co.za/classifieds/g/bikes?page=1",1,"https://bikehub.co.za/classifieds/item/road-bikes/485079/pinarello-k8-size-57",13,"Your payment is held securely until you receive the goods.Info box: Frame & Fork Pinarello K8 Front Derailleur Dura-Ace DI2 Rear Derailleur Dura-Ace DI2 Shifters Dura-Ave DI2 Crankset Dura-Ace 53-39 Cassette Dura-Ace 11speed/ 28 Chain Dura-Ace Brakes Dura-Ace Wheels Schwarzbrenner 45 Carbon Tyres Bontrager Stem Most Handlebar Most Seatpost Standard Pinarello Saddle Bontrager Pedals Not included","Pinarello K8 Size 57",55000,10,"NA for bikehub",NA,"Pinarello K8 Size 57 Gauteng, Johannesburg, Melrose North used R 55,000 Insure from R 92.35 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: danihill (4 Reviews) ","Pinarello K8 Size 57 Gauteng, Johannesburg, Melrose North used R 55,000 Insure from R 92.35 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: danihill (4 Reviews) ",NA,30,7,"2021-07-07 12:22:08","Gauteng","road bikes"
"13","https://bikehub.co.za/classifieds/g/bikes?page=1",1,"https://bikehub.co.za/classifieds/item/triathlon-and-time-trial-bikes/485086/giant-trinity-tttri-bike",14,"Your payment is held securely until you receive the goods.Info box: Front Derailleur Ultegra R8000 Rear Derailleur Ultegra R8000 Shifters Ultegra R8000 Crankset Ultegra R8000 Cassette Ultegra R8000 11-28 Brakes Ultegra R8000 Pedals None","Giant Trinity TT/Tri Bike",48000,8,"NA for bikehub",NA,"Giant Trinity TT/Tri Bike Gauteng, Edenvale, Dowerglen Ext 4 used R 48,000 Insure from R 80.59 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: michaelrexking ","Giant Trinity TT/Tri Bike Gauteng, Edenvale, Dowerglen Ext 4 used R 48,000 Insure from R 80.59 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: michaelrexking ",NA,1,1,"2021-07-07 12:22:10","Gauteng","triathlon and time trial bikes"
"14","https://bikehub.co.za/classifieds/g/bikes?page=1",1,"https://bikehub.co.za/classifieds/item/dual-suspension-bikes/485082/demo-supercaliber-97",15,"Dealer / business userInfo box: Frame OCLV mountain carbon Fork RockShox Reba RL Rear Shock Trek Isostrut, Fox performance shock Shifters SRAM NX Eagle, 12 speed Crankset SRAM NX Eagle Cassette SRAM PG-1230 Eagle, 11-50, 12 speed Chain SRAM NX Eagle, 12 speed Brakes Shimano hydraulic disc, MT501 lever, MT500 caliper Wheels Bontrager Kovee Elite 23 Carbon Tyres Bontrager XR2 team issue, tubeless (29x2,20"") Stem Bontrager Rhythm comp, 31.8mm, knock block, 0-degree, 70mm length Handlebar Bontrager comp, alloy, 31.8mm, 5mm rise, 720mm width Pedals not included","Demo Supercaliber 9.7",57800,12,"NA for bikehub",NA,"Demo Supercaliber 9.7 Gauteng, Sandton, Beverley used R 57,800 Insure from R 97.05 Message Seller Phone Number Sold by: The Bicycle Service Company Dealer / business user ","Demo Supercaliber 9.7 Gauteng, Sandton, Beverley used R 57,800 Insure from R 97.05 Message Seller Phone Number Sold by: The Bicycle Service Company Dealer / business user ",NA,4,4,"2021-07-07 12:22:12","Gauteng","dual suspension bikes"
"15","https://bikehub.co.za/classifieds/g/bikes?page=1",1,"https://bikehub.co.za/classifieds/item/dual-suspension-bikes/485064/specialized-epic-fsr-carbon",18,"Your payment is held securely until you receive the goods.Info box: Frame Carbon Fork Rockshox Brain fork Rear Shock Fox Futyre shock brain shock Rear Derailleur Sram GX 11speed Shifters Sram GX 11speed Crankset Sram GX Cassette Stam GX 11speed Chain Sran GX 11speed Brakes Sram Level TL Wheels Rovaln Control rear ,Stans Arch front with roval hub Tyres Maxxis Ikon Stem Specialized Handlebar Specialized Seatpost Specialized Saddle Specialized","Specialized Epic FSR Carbon",37500,13,"NA for bikehub",NA,"Specialized Epic FSR Carbon Eastern Cape, Port Elizabeth used R 37,500 Insure from R 62.96 Message Seller Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: Cal01 (4 Reviews) ","Specialized Epic FSR Carbon Eastern Cape, Port Elizabeth used R 37,500 Insure from R 62.96 Message Seller Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: Cal01 (4 Reviews) ",NA,35,3,"2021-07-07 12:22:18","Eastern Cape","dual suspension bikes"
"16","https://bikehub.co.za/classifieds/g/bikes?page=1",1,"https://bikehub.co.za/classifieds/item/dual-suspension-bikes/485028/trek-top-fuel",19,"Your payment is held securely until you receive the goods.Info box: Frame Trek Top Fuel SL Fork Fox 32 SC RL Rear Shock Fox Float EVOL RL Front Derailleur N/A Rear Derailleur SRAM GX Eagle Shifters SRAM GX Eagle Crankset Truvativ Stylo 32T Cassette SRAM GX Eagle Chain SRAM GX Eagle Brakes SRAM Level Wheels Bontrager Kovee Elite 23 Tyres Specialized Ground Control / Specialized Fast Track Stem Bontrager Handlebar Bontrager Carbon Seatpost Bontrager Carbon Saddle Bontrager Pedals N/A","Trek Top Fuel",40000,5,"NA for bikehub",NA,"Trek Top Fuel Western Cape, Durbanville used R 40,000 Insure from R 67.16 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: jordandh3 ","Trek Top Fuel Western Cape, Durbanville used R 40,000 Insure from R 67.16 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: jordandh3 ",NA,43,2,"2021-07-07 12:22:20","Western Cape","dual suspension bikes"
"17","https://bikehub.co.za/classifieds/g/bikes?page=2",2,"https://bikehub.co.za/classifieds/item/dual-suspension-bikes/484232/s-works-epic-2021",23,"Your payment is held securely until you receive the goods.Info box: Frame S Works FACT 12m carbon Fork Rock shock SID SL ULTIMATE BRAIN Shifters SRAM AXS EAGLE CONTROLLER Crankset Quaro xx1 eagle power meter, boost Cassette Sram xg 1299 eagle 10 50t","S Works Epic 2021",175000,1,"NA for bikehub",NA,"S Works Epic 2021 Western Cape, Paarl used R 175,000 Insure from R 293.83 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: Johan 59 ","S Works Epic 2021 Western Cape, Paarl used R 175,000 Insure from R 293.83 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: Johan 59 ",NA,1,1,"2021-07-07 12:22:28","Western Cape","dual suspension bikes"
"18","https://bikehub.co.za/classifieds/g/bikes?page=2",2,"https://bikehub.co.za/classifieds/item/road-bikes/483765/look-795-with-enve-34-wheelset",24,"Your payment is held securely until you receive the goods.Info box: Frame & Fork look 795 Front Derailleur Shimano dura ace 9000 Rear Derailleur Shimano dura ace 9000 Shifters Shimano dura ace 9000 Crankset Look Zed Cassette Shimano dura ace 9000 11 speed Chain Shimano dura ace 9000 Brakes Shimano dura ace 9000 Wheels Enve 3.4 Clincher wheelset Tyres Continental GP 4000 Stem Integrated Seatpost Integrated Saddle Selle Italia monorail Pedals Look blade","Look 795 with ENVE 3.4 wheelset",75000,14,"NA for bikehub",NA,"Look 795 with ENVE 3.4 wheelset Limpopo, Polokwane used R 75,000 Insure from R 125.93 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: SoulCycler ","Look 795 with ENVE 3.4 wheelset Limpopo, Polokwane used R 75,000 Insure from R 125.93 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: SoulCycler ",NA,1,1,"2021-07-07 12:22:30","Limpopo","road bikes"
"19","https://bikehub.co.za/classifieds/g/bikes?page=2",2,"https://bikehub.co.za/classifieds/item/dual-suspension-bikes/484930/scott-910-for-sale",25,"Your payment is held securely until you receive the goods.Info box: Frame Carbon large Fork Fox Rear Shock Fox Nude Front Derailleur Sram GX Rear Derailleur Sram GX Shifters SRAM Crankset Sram Cassette Sram Chain Sram Brakes XT Shimano Wheels 29 inch Tyres Rocket Ron Seatpost Syncro Saddle Syncro Pedals Shimano","Scott 910 for sale",38900,12,"NA for bikehub",NA,"Scott 910 for sale KwaZulu-Natal, Hillcrest, Hillcrest Central used R 38,900 Insure from R 65.31 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: Gary Dyer ","Scott 910 for sale KwaZulu-Natal, Hillcrest, Hillcrest Central used R 38,900 Insure from R 65.31 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: Gary Dyer ",NA,1,1,"2021-07-07 12:22:32","KwaZulu-Natal","dual suspension bikes"
"20","https://bikehub.co.za/classifieds/g/bikes?page=2",2,"https://bikehub.co.za/classifieds/item/dual-suspension-bikes/479536/trek-top-fuel-8-price-drop",26,"Your payment is held securely until you receive the goods.Info box: Fork RockShox Recon RL, Solo Air spring, Motion Control damper, TwistLoc remote, tapered steerer, 46mm offset, 110x15mm Maxle Stealth Rear Shock Rear Shock FOX Performance Float, 2-position DPS damper, TwistLoc remote, tuned by Trek Suspension Lab, 190x45mm Brakes Shimano MT500 Wheels Bontrager XR3 Team Issue, Tubeless Ready, Inner Strength sidewall, aramid bead, 120tpi, 29x2.40"" Seatpost Bontrager Line Dropper, internal routing","Trek Top Fuel 8 / price drop",35000,6,"NA for bikehub",NA,"Trek Top Fuel 8 / price drop KwaZulu-Natal, Durban, Musgrave used R 35,000 Insure from R 58.77 Message Seller Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: Yus ","Trek Top Fuel 8 / price drop KwaZulu-Natal, Durban, Musgrave used R 35,000 Insure from R 58.77 Message Seller Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: Yus ",NA,2,2,"2021-07-07 12:22:34","KwaZulu-Natal","dual suspension bikes"
"21","https://bikehub.co.za/classifieds/g/bikes?page=2",2,"https://bikehub.co.za/classifieds/item/road-bikes/485027/trek-1000-aluminium-series",27,"Your payment is held securely until you receive the goods.Info box: Frame & Fork Cro-Moly Shifters Shimano Sora Crankset Shimano Sora Wheels Vuelta Airline 2 Tyres Continental Sport 1000 Handlebar Icon Drop Handlebar Saddle Vuelta Pedals Elliot Cleats","Trek 1000 Aluminium Series",3500,2,"NA for bikehub",NA,"Trek 1000 Aluminium Series KwaZulu-Natal, Durban, Durban North used R 3,500 Insure from R 5.88 Message Seller Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: grose ","Trek 1000 Aluminium Series KwaZulu-Natal, Durban, Durban North used R 3,500 Insure from R 5.88 Message Seller Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: grose ",NA,1,1,"2021-07-07 12:22:36","KwaZulu-Natal","road bikes"
"22","https://bikehub.co.za/classifieds/g/bikes?page=2",2,"https://bikehub.co.za/classifieds/item/road-bikes/478621/orbea-road-bike",28,"Your payment is held securely until you receive the goods.Info box: Frame & Fork Roadfoil kinesis Front Derailleur Shimano Sora Full Components Rear Derailleur Shimano Sora Full Components Shifters Shimano Sora Full Components Crankset Shimano Sora Full Components Cassette Shimano 8 Chain Shimano Full Components Brakes Shimano Sora Full Components Wheels Shimano 8 Spoke WH- R535 Tyres Continental Gatorskin Stem Pro- LT Race Handlebar Amoeba Race Proven Seatpost Pro- LT Race Saddle Cubixx Pedals Shimano Cleats","Orbea Road Bike",4700,4,"NA for bikehub",NA,"Orbea Road Bike Gauteng, Johannesburg, Kibler Park used R 4,700 Insure from R 7.89 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: Constant Cycles ","Orbea Road Bike Gauteng, Johannesburg, Kibler Park used R 4,700 Insure from R 7.89 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: Constant Cycles ",NA,5,3,"2021-07-07 12:22:38","Gauteng","road bikes"
"23","https://bikehub.co.za/classifieds/g/bikes?page=2",2,"https://bikehub.co.za/classifieds/item/hardtail-mountain-bikes/446332/scott-aspect-930-s",29,"Dealer / business userInfo box: Frame Scott Aspect 900 Alloy Frame Fork Suntour XCR 100mm Fork Front Derailleur Shimano Rear Derailleur Shimano Deore - Shifters Shimano Altus Crankset Shimano Brakes Shimano Hydraulic Brakes","Scott Aspect 930   (S)",8999,4,"NA for bikehub",NA,"Scott Aspect 930 (S) Gauteng, Johannesburg new R 8,999 Insure from R 15.11 Message Seller Sold by: thebikegarage Dealer / business user (59 Reviews) ","Scott Aspect 930 (S) Gauteng, Johannesburg new R 8,999 Insure from R 15.11 Message Seller Sold by: thebikegarage Dealer / business user (59 Reviews) ",NA,85,43,"2021-07-07 12:22:40","Gauteng","hardtail mountain bikes"
"24","https://bikehub.co.za/classifieds/g/bikes?page=2",2,"https://bikehub.co.za/classifieds/item/hardtail-mountain-bikes/484468/scott-scale-960-29er-large",33,"Your payment is held securely until you receive the goods.Info box: Frame Scott Fork Rockshox XC30 Front Derailleur Shimano Deore Rear Derailleur Shimano Deore XT Shifters Deore Crankset Shimano Cassette Shimano Chain KMC Brakes Shimano Wheels Syncros Tyres Specialized Stem Syncros Handlebar Syncros Seatpost Syncros","SCOTT SCALE 960 29er - Large",8500,4,"NA for bikehub",NA,"SCOTT SCALE 960 29er - Large Gauteng, Bedfordview used R 8,500 Insure from R 14.27 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: CUZ (2 Reviews) ","SCOTT SCALE 960 29er - Large Gauteng, Bedfordview used R 8,500 Insure from R 14.27 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: CUZ (2 Reviews) ",NA,28,3,"2021-07-07 12:22:49","Gauteng","hardtail mountain bikes"
"25","https://bikehub.co.za/classifieds/g/bikes?page=2",2,"https://bikehub.co.za/classifieds/item/hardtail-mountain-bikes/485015/specialized",34,"Your payment is held securely until you receive the goods.Info box: Frame Specialized carbon Fork Fox Front Derailleur Na Rear Derailleur Shimano XT Shifters Shimano SLX Crankset Shimano XT Cassette Shimano Chain Kmc Brakes Shimano XT Wheels Bontrager Tyres Maxxis/ schwalbe Stem Carbon Handlebar Carbon Seatpost Carbon Saddle Prologo Pedals Na","Specialized",13500,3,"NA for bikehub",NA,"Specialized North West, Potchefstroom used R 13,500 Insure from R 22.67 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: mudandgears (24 Reviews) ","Specialized North West, Potchefstroom used R 13,500 Insure from R 22.67 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: mudandgears (24 Reviews) ",NA,142,6,"2021-07-07 12:22:51","North West","hardtail mountain bikes"
