"","link","page","ad_url","ad_number","text","title","price","n_photos","n_views","ad_date","seller_name","location","seller_age","n_all_time_ads","n_active_ads","scrape_time","province","type"
"11","https://bikehub.co.za/classifieds/g/bikes?page=1",1,"https://bikehub.co.za/classifieds/item/road-bikes/485170/cinelli-estrada",22,"Your payment is held securely until you receive the goods.Info box: Frame & Fork Carbon Cinelli Front Derailleur 105 Rear Derailleur 105 Shifters 105 Cassette 10 spd Brakes 105 Tyres probably needs to be replaced Handlebar Ergosum Ltd 3T Seatpost Merckx Saddle Prologo Pedals 105","Cinelli Estrada",8500,2,"NA for bikehub",NA,"Cinelli Estrada Gauteng, Centurion, Highveld used R 8,500 Insure from R 14.27 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: David Diener (1 Review) ","Cinelli Estrada Gauteng, Centurion, Highveld used R 8,500 Insure from R 14.27 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: David Diener (1 Review) ",NA,3,1,"2021-09-06 12:22:04","Gauteng","road bikes"
"12","https://bikehub.co.za/classifieds/g/bikes?page=2",2,"https://bikehub.co.za/classifieds/item/road-bikes/493561/colnago-v2-r",23,"Your payment is held securely until you receive the goods.Info box: Frame & Fork Colnago Front Derailleur Campagnolo Super Record Rear Derailleur Campagnolo Super Record Shifters Campagnolo Super Record Crankset Campagnolo Super Record Cassette Campagnolo Chain Campagnolo Brakes Colnago Direct Mount Wheels Roval Rapide CLX 40 with Ceramic Bearings Tyres Specialized SWORKS Stem SWORKS Handlebar SWORKS Carbon Seatpost Colnago Saddle SWORKS Power Pedals N/A","Colnago V2-R",78000,13,"NA for bikehub",NA,"Colnago V2-R Western Cape, Blouberg used R 78,000 Insure from R 130.96 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: Bicycle Studio Dealer / business user ","Colnago V2-R Western Cape, Blouberg used R 78,000 Insure from R 130.96 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: Bicycle Studio Dealer / business user ",NA,2,2,"2021-09-06 12:22:05","Western Cape","road bikes"
"13","https://bikehub.co.za/classifieds/g/bikes?page=2",2,"https://bikehub.co.za/classifieds/item/road-bikes/493561/colnago-v2-r",23,"Dealer / business userInfo box: Frame & Fork Colnago Front Derailleur Campagnolo Super Record Rear Derailleur Campagnolo Super Record Shifters Campagnolo Super Record Crankset Campagnolo Super Record Cassette Campagnolo Chain Campagnolo Brakes Colnago Direct Mount Wheels Roval Rapide CLX 40 with Ceramic Bearings Tyres Specialized SWORKS Stem SWORKS Handlebar SWORKS Carbon Seatpost Colnago Saddle SWORKS Power Pedals N/A","Colnago V2-R",78000,13,"NA for bikehub",NA,"Colnago V2-R Western Cape, Blouberg used R 78,000 Insure from R 130.96 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: Bicycle Studio Dealer / business user ","Colnago V2-R Western Cape, Blouberg used R 78,000 Insure from R 130.96 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: Bicycle Studio Dealer / business user ",NA,2,2,"2021-09-06 12:22:05","Western Cape","road bikes"
"14","https://bikehub.co.za/classifieds/g/bikes?page=2",2,"https://bikehub.co.za/classifieds/item/triathlon-and-time-trial-bikes/493545/redx-velox",24,"Your payment is held securely until you receive the goods.Info box: Frame & Fork RedX Front Derailleur Sram Force Rear Derailleur Sram Force Shifters Sram Crankset Quarq Cassette Sram Force Chain Sram Force Brakes TRP Stem REDX Handlebar REDX Seatpost REDX Saddle Prologo Tri Pedals Look","RedX Velox",30000,6,"NA for bikehub",NA,"RedX Velox Gauteng, Randburg used R 30,000 Insure from R 50.37 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: Werner_T (10 Reviews) ","RedX Velox Gauteng, Randburg used R 30,000 Insure from R 50.37 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: Werner_T (10 Reviews) ",NA,37,3,"2021-09-06 12:22:06","Gauteng","triathlon and time trial bikes"
"15","https://bikehub.co.za/classifieds/g/bikes?page=2",2,"https://bikehub.co.za/classifieds/item/road-bikes/496325/xl-full-carbon-scott-cr1-in-mint-condition-2016",26,"Your payment is held securely until you receive the goods.Info box: Frame & Fork Full carbon Front Derailleur Shimano 105 Rear Derailleur Shimano 105 Shifters Shimano 105 Crankset Shimano 105 Cassette Shimano 105 Chain Shimano Brakes Shimano 105 Wheels Syncros Tyres Continental gatorskin 700x25c Stem Control Tech Handlebar Syncros Seatpost Syncros","XL full carbon Scott CR1 in mint condition (2016)",20000,3,"NA for bikehub",NA,"XL full carbon Scott CR1 in mint condition (2016) Gauteng, Pretoria, Menlo Park used R 20,000 Insure from R 33.58 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: jc@landman.org.za ","XL full carbon Scott CR1 in mint condition (2016) Gauteng, Pretoria, Menlo Park used R 20,000 Insure from R 33.58 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: jc@landman.org.za ",NA,1,1,"2021-09-06 12:22:09","Gauteng","road bikes"
"16","https://bikehub.co.za/classifieds/g/bikes?page=2",2,"https://bikehub.co.za/classifieds/item/triathlon-and-time-trial-bikes/471807/falco-v-foil-system-tri-bike",29,"Your payment is held securely until you receive the goods.Info box: Frame & Fork Falco Carbon Front Derailleur Shimano Dura Ace Di2 2x11 Rear Derailleur Shimano Dura Ace Di2 2x11 Shifters Shimano Dura Ace Di2 2x11 (TT) Crankset Shimano Dura Ace Di2 2x11 Cassette Shimano Dura Ace Di2 2x11 Chain Shimano Dura Ace Di2 2x11 Brakes Falco Brakes Wheels Irwin Carbon Tech 58mm Clincher Tyres Specialized Roubaix Stem Kcnc Handlebar ITM Carbon Seatpost Falco Carbon Saddle Specialized Sitero Carbon Pedals N/A","Falco V-Foil System Tri Bike",59000,8,"NA for bikehub",NA,"Falco V-Foil System Tri Bike Western Cape, George, George Central used R 59,000 Insure from R 99.06 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: Jan-Paul Gerber (4 Reviews) ","Falco V-Foil System Tri Bike Western Cape, George, George Central used R 59,000 Insure from R 99.06 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: Jan-Paul Gerber (4 Reviews) ",NA,128,6,"2021-09-06 12:22:13","Western Cape","triathlon and time trial bikes"
"17","https://bikehub.co.za/classifieds/g/bikes?page=2",2,"https://bikehub.co.za/classifieds/item/downhill-mountain-bikes/497049/giant-glory",30,"Your payment is held securely until you receive the goods.Info box: Frame Giant glory Fork Rockshox boxxer Rear Shock Rockshox vivid Rear Derailleur Sram x9 Shifters Sram Crankset Race face atlas Cassette ×9 Brakes Avid elixir r Wheels Mavic deemax Tyres Maxxis high roller Stem Truvativ holzfeller Handlebar Race face atlas Seatpost Giant Saddle Fizik tundra Pedals Shimano dx","Giant glory",20000,5,"NA for bikehub",NA,"Giant glory Western Cape, Durbanville, Durbanville Central used R 20,000 Insure from R 33.58 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: Stianm ","Giant glory Western Cape, Durbanville, Durbanville Central used R 20,000 Insure from R 33.58 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: Stianm ",NA,7,1,"2021-09-06 12:22:14","Western Cape","downhill mountain bikes"
"18","https://bikehub.co.za/classifieds/g/bikes?page=2",2,"https://bikehub.co.za/classifieds/item/dual-suspension-bikes/497039/santa-cruz-hightower-cc",31,"Dealer / business userInfo box: Frame Hightower CC Fork Fox 34 Performance Rear Derailleur Sram XX1 Shifters Sram XX1 Crankset Sram XX1 Cassette XX1 10-50 Chain Sram XX1 Brakes Sram Guide RSC Wheels Carbon Handlebar Raceface Next Carbon","Santa Cruz Hightower CC",89500,3,"NA for bikehub",NA,"Santa Cruz Hightower CC Western Cape, Durbanville used R 89,500 Insure from R 150.27 Message Seller Phone Number Sold by: Recycles Dealer / business user (2 Reviews) ","Santa Cruz Hightower CC Western Cape, Durbanville used R 89,500 Insure from R 150.27 Message Seller Phone Number Sold by: Recycles Dealer / business user (2 Reviews) ",NA,248,7,"2021-09-06 12:22:16","Western Cape","dual suspension bikes"
"19","https://bikehub.co.za/classifieds/g/bikes?page=2",2,"https://bikehub.co.za/classifieds/item/dual-suspension-bikes/455115/scott-spark-960-m-new-2021",32,"Dealer / business userInfo box: Frame Spark 3 Alloy SL 6011 aluminum frame Fork RockShox Judy Silver TK Solo Air 130mm Rear Shock X-Fusion Nude RLX Trunnion 120mm Front Derailleur Shimano Rear Derailleur Shimano XT RD-M8100 SGS 12 Speed Shifters Shimano XT 12 SPD Crankset Shimano Brakes Shimano Hydraulic Disc","Scott Spark 960 (M) **NEW 2021**",36999,5,"NA for bikehub",NA,"Scott Spark 960 (M) **NEW 2021** Gauteng, Johannesburg used R 36,999 Insure from R 62.12 Message Seller Phone Number Sold by: thebikegarage Dealer / business user (72 Reviews) ","Scott Spark 960 (M) **NEW 2021** Gauteng, Johannesburg used R 36,999 Insure from R 62.12 Message Seller Phone Number Sold by: thebikegarage Dealer / business user (72 Reviews) ",NA,104,34,"2021-09-06 12:22:17","Gauteng","dual suspension bikes"
"20","https://bikehub.co.za/classifieds/g/bikes?page=2",2,"https://bikehub.co.za/classifieds/item/dual-suspension-bikes/387547/trek-top-fuel-98-ml-185",34,"Dealer / business userInfo box: Frame OCLV CARBON Fork Fox Performance 34 Step-Cast Float EVOL - 120mm Rear Shock Fox Performance Float 2-Position DPS damper Rear Derailleur SRAM GX Eagle Shifters SRAM GX Eagle Crankset Truvativ Descendant 7k Eagle DUB 32T Cassette SRAM XG-1275 Eagle 10-50 12sp Chain SRAM GX Eagle 12 speed Brakes Shimano SLX M7000 Wheels Bontrager Kovee Elite 30 CarbonTLR Tyres Bontrager XR3 TLR 29 * 2.40 Stem Bontrager Kovee Pro 35mm Knock Block Handlebar Bontrager Kovee Pro Seatpost Bontrager Line Elite Dropper Saddle Bontrager Montrose","TREK TOP FUEL 9.8 - M/L (18.5"")",78999,8,"NA for bikehub",NA,"TREK TOP FUEL 9.8 - M/L (18.5"") Western Cape, Paarl new R 78,999 Insure from R 132.64 Message Seller Sold by: Cycle4Life - Paarl Dealer / business user (7 Reviews) ","TREK TOP FUEL 9.8 - M/L (18.5"") Western Cape, Paarl new R 78,999 Insure from R 132.64 Message Seller Sold by: Cycle4Life - Paarl Dealer / business user (7 Reviews) ",NA,145,1,"2021-09-06 12:22:20","Western Cape","dual suspension bikes"
"21","https://bikehub.co.za/classifieds/g/bikes?page=2",2,"https://bikehub.co.za/classifieds/item/hardtail-mountain-bikes/497033/silverback-slade-3",36,"Your payment is held securely until you receive the goods.Info box: Frame SILVERBACK Slade 3 Fork XCR SR Suntour fork Front Derailleur Shimano ALIVIO Octalink Rear Derailleur Shimano DEORE Shifters Shimano Crankset Shimano ALIVIO Cassette Shimano Acera Chain Shimano Brakes Shimano Wheels MAXIS Tyres SECTOR Alexrims tubeless Stem SECTOR Reach Handlebar SECTOR incline Seatpost SECTOR Incline Saddle SECTOR Convex Pedals Shimano","Silverback Slade 3",8999,10,"NA for bikehub",NA,"Silverback Slade 3 Western Cape, Cape Town, Diep River used R 8,999 Insure from R 15.11 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: RobV94 ","Silverback Slade 3 Western Cape, Cape Town, Diep River used R 8,999 Insure from R 15.11 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: RobV94 ",NA,6,1,"2021-09-06 12:22:23","Western Cape","hardtail mountain bikes"
"22","https://bikehub.co.za/classifieds/g/bikes?page=2",2,"https://bikehub.co.za/classifieds/item/road-bikes/483914/ktm-strada-tiagra",38,"Your payment is held securely until you receive the goods.Info box: Frame & Fork Alu Front Derailleur Shimano Tiagra Rear Derailleur Shimano Tiagra Shifters Shimano Tiagra Crankset Shimano Tiagra Cassette Shimano Tiagra Chain Shimano Tiagra Brakes Shimano Tiagra Wheels KTM Stem KTM Handlebar KTM Seatpost KTM Saddle Sella Italia","KTM Strada Tiagra",11000,7,"NA for bikehub",NA,"KTM Strada Tiagra Western Cape, Stellenbosch, Stellenbosch Central used R 11,000 Insure from R 18.47 Message Seller Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: Erikk ","KTM Strada Tiagra Western Cape, Stellenbosch, Stellenbosch Central used R 11,000 Insure from R 18.47 Message Seller Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: Erikk ",NA,3,2,"2021-09-06 12:22:26","Western Cape","road bikes"
"23","https://bikehub.co.za/classifieds/g/bikes?page=2",2,"https://bikehub.co.za/classifieds/item/hardtail-mountain-bikes/482793/titan-hades-24",39,"Your payment is held securely until you receive the goods.Info box: Frame 24’’ alloy Shifters Shimano revo shift 7 spd Cassette Shimano 7 spd","Titan hades 24""",2799,9,"NA for bikehub",NA,"Titan hades 24"" Western Cape, Durbanville used R 2,799 Insure from R 4.7 Message Seller Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: jodhav (4 Reviews) ","Titan hades 24"" Western Cape, Durbanville used R 2,799 Insure from R 4.7 Message Seller Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: jodhav (4 Reviews) ",NA,18,1,"2021-09-06 12:22:27","Western Cape","hardtail mountain bikes"
"24","https://bikehub.co.za/classifieds/g/bikes?page=2",2,"https://bikehub.co.za/classifieds/item/hardtail-mountain-bikes/497023/giant-liv-tempt",40,"Your payment is held securely until you receive the goods.Info box: Frame Giant Liv tempt Fork Sr suntour XCT Front Derailleur Shimano Altus 3x Rear Derailleur Shimano Acera Shifters Shimano Crankset Shimano Cassette Shimano 8spd Chain Shimano Brakes Tektro brakes Wheels Liv 27.5 wheels Tyres Maxxis Stem Giant Handlebar Giant connect Saddle Giant Pedals Flat","Giant Liv tempt",7000,6,"NA for bikehub",NA,"Giant Liv tempt Western Cape, Brackenfell, Protea Heights used R 7,000 Insure from R 11.75 Message Seller Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: Jannas1 (2 Reviews) ","Giant Liv tempt Western Cape, Brackenfell, Protea Heights used R 7,000 Insure from R 11.75 Message Seller Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: Jannas1 (2 Reviews) ",NA,49,5,"2021-09-06 12:22:29","Western Cape","hardtail mountain bikes"
"25","https://bikehub.co.za/classifieds/g/bikes?page=2",2,"https://bikehub.co.za/classifieds/item/dual-suspension-bikes/461933/cannondale-scalpel-si-large-29",43,"Your payment is held securely until you receive the goods.Info box: Frame Scalpel Si Fork Lefty 100mm travel Rear Shock Fox ctd Front Derailleur Sram x7 Rear Derailleur Sram x9 Shifters Sram x Crankset Sram Cassette 10x2 Chain Sram Brakes Shimano xt Wheels Lefty hub fr / rear hub formula both with stans arch ex rims Tyres Maxxis icon Stem Cannondale Handlebar C3 cannnondale Seatpost Cannondale c3 Saddle Fizik Pedals Not included","Cannondale scalpel si large 29""",28000,8,"NA for bikehub",NA,"Cannondale scalpel si large 29"" Eastern Cape, Gqeberha used R 28,000 Insure from R 47.01 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: Nick_B (1 Review) ","Cannondale scalpel si large 29"" Eastern Cape, Gqeberha used R 28,000 Insure from R 47.01 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: Nick_B (1 Review) ",NA,11,1,"2021-09-06 12:22:33","Eastern Cape","dual suspension bikes"
